"List of layout files with an update handle ""selectable""
matching *PageIdentifier*_*UpdateID*.
<br/>
See Magento documentation for more information","Lista fișierelor de aspect cu un mâner de actualizare „selectabil”.
potrivire * Identificator pagină * _ * UpdateID *.
<br/>
mai multe informații, consultați documentația Magento.",module,Magento_Cms
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Sigla numai pentru documente HTML. Dacă este gol, se folosește valoarea implicită. <br /> (jpeg, gif, png)",module,Magento_Sales
Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.,Comercianții trebuie să solicite PayPal pentru a utiliza funcția contractului de facturare. Nu activați această opțiune până când PayPal nu confirmă faptul că acordurile de facturare sunt activate pentru contul dvs. de comerciant.,module,Magento_Paypal
"Please use only letters (a-z or A-Z) or numbers (0-9) in this field. No spaces or other characters are allowed.<br />Similar looking characters (e.g. ""i"", ""l"", ""1"") decrease chance of correct recognition by customer.","Vă rugăm să utilizați numai litere (az sau AZ) sau cifre (0-9) în această zonă. Nu sunt permise spații sau alte caractere. <br /> Caracterele care arată similar (de exemplu, „i”, „L”, „1”) pot face recunoașterea corectă mai dificilă pentru client.",module,Magento_Captcha
Semicolon (;) separated values.<br/>Put semicolon in the beginning for empty first option.<br/>Leave empty for open text field.,Valori separate prin punct și virgulă (;) <br/> Setați punct și virgula la început pentru prima opțiune goală <br/> Lăsați gol pentru câmpul de text liber.,module,Magento_Customer
"This email will be sent instead of the Default Welcome Email, after account confirmation. <br /><br />
Email template chosen based on theme fallback when ""Default"" option is selected.","Acest e-mail va fi trimis în locul e-mailului de bun venit standard după verificarea contului. <br /> <br />
Șablonul de e-mail selectat se bazează pe alternativă tematică dacă este selectată opțiunea „Standard”.",module,Magento_Customer
"This email will be sent instead of the Default Welcome Email, if a customer was created without password. <br /><br />
Email template chosen based on theme fallback when ""Default"" option is selected.","Acest e-mail este trimis în locul e-mailului de bun venit standard dacă un client a fost creat fără o parolă. <br /> <br />
Șablonul de e-mail selectat se bazează pe rezolvarea temei dacă este selectată opțiunea „Standard”.",module,Magento_Customer
Usage limit enforced for logged in customers only.,Restricție de utilizare numai pentru clienții conectați.,module,Magento_SalesRule
"Your default logo will be used in PDF and HTML documents.<br />(jpeg, tiff, png) If your pdf image is distorted, try to use larger file-size image.","Sigla dvs. dată va fi utilizată în documente PDF și HTML. (JPEG, TIFF, PNG) Dacă fișierul este afișat distorsionat, încercați să măriți dimensiunea fișierului.",module,Magento_Sales
"<a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
<strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> De ce să faceți publicitate pentru finanțare? </a> <br/> <strong> Dați un impuls vânzărilor dvs. Puteți face publicitate de finanțare. </strong> <br/> PayPal vă ajută să vă transformați vizitatorii în cumpărători cu finanțare PayPal Credit & # 174; Cumpărătorii dvs. au mai mult timp să plătească în timp ce primiți plata în avans - fără costuri suplimentare. Utilizați anunțul banner gratuit PayPal care vă permite să promovați PayPal Credit & # 174 ca opțiune de plată atunci când clienții dvs. plătesc cu PayPal. Programul de publicitate PayPal a arătat că creează achiziții suplimentare, mărind dimensiunea achiziției medii a clienților dvs. cu 15% sau mai mult. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> consultați detaliile </a>.",module,Magento_Paypal
"<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
<strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> De ce să faceți publicitate pentru finanțare? </a> <br/> <strong> Dați un impuls vânzărilor dvs. Puteți face publicitate de finanțare. </strong> <br/> PayPal vă ajută să vă transformați vizitatorii în cumpărători cu finanțare PayPal Credit & # 174; Cumpărătorii dvs. au mai mult timp să plătească în timp ce primiți plata în avans - fără costuri suplimentare. Utilizați anunțul banner gratuit PayPal care vă permite să promovați PayPal Credit & # 174 ca opțiune de plată atunci când clienții dvs. plătesc cu PayPal. Programul de publicitate PayPal a arătat că creează achiziții suplimentare, mărind dimensiunea achiziției medii a clienților dvs. cu 15% sau mai mult. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> consultați detaliile </a>.",module,Magento_Paypal
"<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
<strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> De ce să faceți publicitate pentru finanțare? </a> <br/> <strong> Dați un impuls vânzărilor dvs. Puteți face publicitate de finanțare. </strong> <br/> PayPal vă ajută să vă transformați vizitatorii în cumpărători cu finanțare PayPal Credit & # 174; Cumpărătorii dvs. au mai mult timp să plătească în timp ce primiți plata în avans - fără costuri suplimentare. Utilizați anunțul banner gratuit PayPal care vă permite să promovați PayPal Credit & # 174 ca opțiune de plată atunci când clienții dvs. plătesc cu PayPal. Programul de publicitate PayPal a arătat că creează achiziții suplimentare, mărind dimensiunea achiziției medii a clienților dvs. cu 15% sau mai mult. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> consultați detaliile </a>.",module,Magento_Paypal
"<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
<strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.","<a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank""> De ce să faceți publicitate pentru finanțare? </a> <br/> <strong> Dați un impuls vânzărilor dvs. Puteți face publicitate de finanțare. </strong> <br/> PayPal vă ajută să vă transformați vizitatorii în cumpărători cu finanțare PayPal Credit & # 174; Cumpărătorii dvs. au mai mult timp să plătească în timp ce primiți plata în avans - fără costuri suplimentare. Utilizați anunțul banner gratuit PayPal care vă permite să promovați PayPal Credit & # 174 ca opțiune de plată atunci când clienții dvs. plătesc cu PayPal. Programul de publicitate PayPal a arătat că creează achiziții suplimentare, mărind dimensiunea achiziției medii a clienților dvs. cu 15% sau mai mult. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank""> consultați detaliile </a>.",module,Magento_Paypal
If you select and save the rule you will be able to generate multiple coupon codes.,"Dacă selectați și salvați regula, puteți genera mai multe coduri de voucher.",module,Magento_SalesRule
"Please note that these settings apply to individual items in the cart, not to the entire cart.","Vă rugăm să rețineți că aceste setări se aplică articolelor individuale din coșul de cumpărături, nu întregului coș de cumpărături.",module,Magento_CatalogInventory
"See PayPal Feature Support details and list of supported regions
<a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank"">here</a>.","Mai multe despre detaliile de asistență pentru funcționalitatea PayPal și o listă a regiunilor acceptate
<a href=""https://developer.paypal.com/docs/classic/express-checkout/in-context/"" target=""_blank""> aici </ a >.",module,Magento_Paypal
"Supporting of American Express cards require additional agreement. Learn more at <a href=""http://www.paypal.com/amexupdate"">http://www.paypal.com/amexupdate</a>.","Asistența pentru cardurile American Express necesită acorduri suplimentare. Aflați mai multe la <a href=""""http://www.paypal.com/amexupdate""""> http://www.paypal.com/amexupdate </a>.",module,Magento_Paypal
"Time in seconds between the widget updates.
<br/>If not set, equals to 86400 seconds (24 hours). To update widget instantly, go to Cache Management and clear Blocks HTML Output cache.
<br/>Widget will not show products that begin to match the specified conditions until cache is refreshed.","Timp în secunde între actualizările widgetului.
Dacă nu este setat, aceasta corespunde la 86400 de secunde (24 de ore). Pentru a actualiza widgetul imediat, accesați Gestionarea cache-ului și ștergeți blocurile HTML Output Cache.
<br/> Widgetul nu va afișa produse care încep să se potrivească condițiilor specificate până când cache-ul nu este actualizat.",module,Magento_CatalogWidget
"Time in seconds between the widget updates.
<br/>If not set, equals to 86400 seconds (24 hours). To update widget instantly, go to Cache Management and clear Blocks HTML Output cache.
<br/>Widget will not show products that begin to match the specified conditions until cache is refreshed.","Timp în secunde între actualizările widgetului.
Dacă nu este setat, aceasta corespunde la 86400 de secunde (24 de ore). Pentru a actualiza widgetul imediat, accesați Gestionarea cache-ului și ștergeți blocurile HTML Output Cache.
<br/> Widgetul nu va afișa produse care încep să se potrivească condițiilor specificate până când cache-ul nu este actualizat.",module,Magento_Catalog
Usage limit enforced for logged in customers only.,Restricția de utilizare este aplicată numai pentru clienții conectați.,module,Magento_SalesRule
All Store Views,Toate vizualizările magazinului,module,Magento_Search
[deleted],[șters],module,Magento_Backend
[deleted],[șters],module,Magento_Sales
Copy,Copie,module,Magento_Newsletter
Example:,Exemplu:,module,Magento_Checkout
for more information or,pentru mai multe informații sau,module,Magento_Shipping
Hour,ora,module,Dotdigitalgroup_Email
Hours,Ore,module,Dotdigitalgroup_Email
in your cart.,în căruță.,module,Amasty_Cart
is not available. You still can process offline actions.,nu este disponibilă. Puteți efectua în continuare acțiuni offline.,module,Magento_Payment
is required.,este necesară.,module,Magento_Dhl
is required.,este necesară.,module,Magento_Fedex
is required.,este necesară.,module,Magento_OfflineShipping
is required.,este necesară.,module,Magento_Ups
is required.,este necesară,module,Magento_Usps
item,obiecte,module,Magento_Checkout
items,obiecte,module,Magento_Checkout
"or call us at <a href=""tel:%store_phone"">%store_phone</a>","sau sunați-ne la <a href=""tel:%store_phone"">% store_phone </a>.",module,Temando_Shipping
to learn more.,pentru a afla mai multe.,module,Magento_Paypal
"Transaction ID: ""%1""",ID tranzacție: „% 1”,,
unread),necitit),module,Magento_AdminNotification
--,-,module,Amazon_Core
-- All --,-- Toate --,,
-- Disabled --,- Dezactivat -,module,Dotdigitalgroup_Email
-- First Please Select a Website --,- Vă rugăm să selectați mai întâi un site web -,,
-- No Page --,- Fără pagină -,module,FireGento_MageSetup
-- No Theme --,- Fără temă -,,
-- None --,-- Nu --,,
-- Not Selected --,-- Nu a fost selectat --,module,Magento_ImportExport
-- Please Select --,-- Te rog selecteaza --,,
-- Please select --,-- Te rog selecteaza --,,
-- Please Select a Category --,-- Va rugam alegeti o categorie --,,
-- Please Select Billing Agreement--,- Vă rugăm să selectați acordul de facturare -,,
-- Select --,- Alegeți -,,
---- Default Option ----,---- optiune standard -----,module,Dotdigitalgroup_Email
--Please Select--,-- Te rog selecteaza --,,
", %1 failed to update",% 1 nu a putut fi actualizat.,module,Magento_AsynchronousOperations
", %1 successfully updated",% 1 actualizat cu succes,module,Magento_AsynchronousOperations
.,.,,
. ' Field #%1',. Câmpul #% 1 '.,module,Vertex_Tax
". ', e.g. <i>product_images</i>, <i>import_images/batch1</i>.<br><br>For example, in case <i>product_images</i>, files should be placed into <i>&lt;Magento root directory&gt;/' . . '/product_images</i> folder.' 'i' 'br'",". de exemplu, <i> product_images </i>, <i> import_images / batch1 </i>. <br> <br> .br> <br> În cazul <i> product_images </i>, fișierele ar trebui să fie în <i> & lt; Directorul rădăcină Magento & gt; / '. „/ product_images </i> folder”. „i” „br”",module,Magento_ImportExport
. ': %error_message',. ':% Mesaj de eroare'.,module,Magento_AdobeStockClient
. ':',. ':',module,Magento_Shipping
". "" type not defined in schema.""",". ""Tipul nu este definit în schemă"".",module,Magento_CatalogGraphQl
". "" which is inconsistent with state of scope resolver""",. „ceea ce este incompatibil cu starea rezolvării domeniului.”,module,Magento_CatalogSearch
*' - matches any; 'xyz*' - matches any that begins on 'xyz' and are not longer than %1.,* '- se potrivește cu oricare; „xyz *” - se potrivește cu oricare care începe cu „xyz” și nu depășește% 1.,module,Magento_Tax
%1' file extension is not supported,Extensia de fișier „% 1” nu este acceptată.,module,Magento_ImportExport
"%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","% value% 'pare a fi un nume de gazdă DNS, dar notația codului de punte specificată nu poate fi decodificată.",module,Magento_Customer
"%value%' appears to be a DNS hostname, but the given punycode notation cannot be decoded.","% value% 'pare a fi un nume de gazdă DNS, dar notația codului de punte specificată nu poate fi decodificată.",module,Magento_Eav
%value%' does not look like a valid local network name.,% value% 'nu arată ca un nume de rețea locală valid.,module,Magento_Customer
%value%' does not look like a valid local network name.,% value% 'nu arată ca un nume de rețea locală valid.,module,Magento_Eav
%value%' looks like a DNS hostname but cannot extract TLD part.,"% value% 'arată ca un nume de gazdă DNS, dar nu poate extrage o parte TLD.",module,Magento_Customer
%value%' looks like a DNS hostname but cannot extract TLD part.,"% value% 'arată ca un nume de gazdă DNS, dar nu poate extrage o parte TLD.",module,Magento_Eav
%value%' looks like a DNS hostname but contains a dash in an invalid position.,"% value% 'arată ca un nume de gazdă DNS, dar conține o cratimă într-un loc nevalid.",module,Magento_Customer
%value%' looks like a DNS hostname but contains a dash in an invalid position.,"% value% 'arată ca un nume de gazdă DNS, dar conține o cratimă într-un loc nevalid.",module,Magento_Eav
%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,"% value% 'arată ca un nume de gazdă DNS, dar nu îl putem compara cu schema de nume de gazdă pentru TLD'% tld% '.",module,Magento_Customer
%value%' looks like a DNS hostname but we cannot match it against the hostname schema for TLD '%tld%'.,"% value% 'arată ca un nume de gazdă DNS, dar nu îl putem compara cu schema de nume de gazdă pentru TLD'% tld% '.",module,Magento_Eav
"%value%' looks like a local network name, which is not an acceptable format.","% value% 'arată ca un nume de rețea locală, care nu este un format acceptabil.",module,Magento_Customer
"%value%' looks like a local network name, which is not an acceptable format.","% value% 'arată ca un nume de rețea locală, care nu este un format acceptabil.",module,Magento_Eav
"%value%' looks like an IP address, which is not an acceptable format.","% value% 'arată ca o adresă IP, care nu este un format acceptabil.",module,Magento_Customer
"%value%' looks like an IP address, which is not an acceptable format.","% value% 'arată ca o adresă IP, care nu este un format acceptabil.",module,Magento_Eav
Action Details - #' .,Detalii acțiune - # '.,module,Magento_AsynchronousOperations
category_id' only supports 'eq' condition type.,„Category_id” acceptă doar tipul de condiție „eq”.,module,Magento_CatalogGraphQl
Entity type model must be an instance of ' .,Modelul tipului de entitate trebuie să fie o instanță a '.,module,Magento_CatalogImportExport
Error in CSV: ' .,Eroare în CSV: '.,module,Magento_ImportExport
Invalid Api Version: ' .,Versiune API nevalidă: '.,module,Klarna_Core
Object is not instance of ' .,Obiectul nu este o instanță a '.,module,Magento_Config
Rule validation error: attribute attribute must be of type ' .,Eroare de validare a regulii: atributul atribut trebuie să fie de tip '.,module,Dotdigitalgroup_Email
search' or 'filter' input argument is required.,Este necesar argumentul de intrare „căutare” sau „filtru”.,module,Magento_CatalogGraphQl
The coupon code couldn't be applied: ' .,Codul cuponului nu a putut fi utilizat: '.,module,Magento_Quote
"The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","XML-ul din fișierul „% 1” este nevalid: '. ""\ n% 2 \ nVerificați XML și încercați din nou.""",module,Magento_Config
"The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","XML-ul din fișierul „% 1” este nevalid: '. ""\ n% 2 \ nVerificați XML și încercați din nou.""",module,Magento_Ui
"The XML in file ""%1"" is invalid.' . ""\n%2\nVerify the XML and try again.""","XML-ul din fișierul „% 1” nu este valid. . ""\ n% 2 \ nVerificați XML și încercați din nou.""",module,Magento_Ui
There is no defined type ' .,Nu există un tip definit '.,module,Magento_Config
There was a problem connecting to the API: ' .,A apărut o problemă la conectarea la API: '.,module,Dotdigitalgroup_Email
’Internal Promotions’ for promotions field “Label”.,„Promoții interne” pentru câmpul de promovare „Etichetă”,,
"""%1"" cannot contain more than %2 lines.",„% 1” nu poate avea mai mult de% 2 linii.,,
"""%1"" contains non-alphabetic characters.",„% 1” conține caractere non-alfabetice.,,
"""%1"" contains non-alphabetic or non-numeric characters.",„% 1” conține caractere non-alfabetice sau nenumerice.,,
"""%1"" contains non-numeric characters.",„% 1” conține caractere nenumerice.,,
"""%1"" coupon code is not valid.",Codul cuponului „% 1” este nevalid.,,
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)",Codul cuponului „% 1” nu a fost aplicat. Reducerea nu se aplică articolelor selectate.,,
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)",Codul cuponului „% 1” nu a fost aplicat. Reducerea nu se aplică articolelor selectate.,module,Magento_Sales
"""%1"" does not fit the entered date format.",„% 1” nu se potrivește cu formatul de dată introdus.,,
"""%1"" exceeds the allowed file size.",„% 1” depășește dimensiunea permisă a fișierului.,,
"""%1"" height exceeds allowed value of %2 px.",Înălțimea „% 1” depășește valoarea permisă de% 2 px.,,
"""%1"" invalid type entered.",„% 1” s-a introdus un tip nevalid,,
"""%1"" is a required value.",„% 1” este o valoare obligatorie.,,
"""%1"" is already present in %2.",„% 1” există deja în% 2.,,
"""%1"" is an empty string.",„% 1” este un șir gol.,,
"""%1"" is longer than allowed.",„% 1” este mai lung decât este permis.,,
"""%1"" is not a valid date.",„% 1” nu este o dată validă.,,
"""%1"" is not a valid email address.",„% 1” nu este o adresă de e-mail validă.,,
"""%1"" is not a valid file extension.",„% 1” nu este o extensie de fișier validă.,,
"""%1"" is not a valid file.",„% 1” nu este un fișier valid.,,
"""%1"" is not a valid hostname.",„% 1” nu este un nume de gazdă valid.,,
"""%1"" is not a valid image format",„% 1” nu este un format de imagine valid,,
"""%1"" is not a valid image format.",„% 1” nu este un format de imagine valid.,,
"""%1"" is not a valid URL.",„% 1” nu este o adresă URL validă.,,
"""%1"" ist kein g√ºltiger Geschlechtswert.",modul,Magento_CustomerGraphQl,
"""%1"" length must be equal or greater than %2 characters.",Lungimea „% 1” trebuie să fie egală sau mai mare de% 2 caractere.,,
"""%1"" length must be equal or less than %2 characters.",Lungimea „% 1” trebuie să fie egală sau mai mică de% 2 caractere.,,
"""%1"" muss nach dem aktuellen Datum liegen.",modul,Magento_Security,
"""%1"" prefix is reserved by the system and cannot be used in attribute code names.","Prefixul ""% 1"" este rezervat de sistem și nu poate fi utilizat în numele codurilor de atribute.",module,Magento_Eav
"""%1"" section source is not supported",Sursa secțiunii „% 1” nu este acceptată.,,
"""%1"" uses too many characters.",„% 1” folosește prea multe caractere.,,
"""%1"" was copied to %2.",„% 1” a fost copiat în% 2.,,
"""%1"" was moved to %2.",„% 1” a fost mutat la% 2.,,
"""%1"" width exceeds allowed value of %2 px.",Lățimea „% 1” depășește valoarea permisă de% 2 px.,,
"""%field"" can not be empty.",„câmpul%” nu poate fi gol.,module,Magento_InventoryReservations
"""%field"" can not be empty.",„câmpul%” nu poate fi gol.,module,Magento_InventorySales
"""%field"" can not be empty.",„câmpul%” nu poate fi gol.,module,Magento_Inventory
"""%field"" can not be null.",„câmpul%” nu poate fi nul.,module,Magento_InventoryReservations
"""%field"" can not contain whitespaces.",„câmpul%” nu poate conține spații.,module,Magento_Inventory
"""%field"" is expected to be a number.",„% câmp” este așteptat ca număr.,module,Magento_InventoryReservations
"""%field"" must be list of SourceCarrierLinkInterface.",„% câmp” trebuie să fie lista SourceCarrierLinkInterface.,module,Magento_InventoryShipping
"""%field"" should a known status.",„câmpul%” ar trebui să aibă o stare cunoscută.,module,Magento_Inventory
"""%field"" should be greater then 0.",„% câmp” ar trebui să fie mai mare de 0.,module,Magento_Inventory
"""%field"" should be numeric.",„câmpul%” ar trebui să fie numeric.,module,Magento_Inventory
"""%fieldName"" is required. Enter and try again.","Este necesar ""% fieldName"". Vă rugăm să introduceți o valoare și să încercați din nou.",module,Magento_Bundle
"""%fieldName"" is required. Enter and try again.","Este necesar ""% fieldName"". Vă rugăm să îl introduceți și să încercați din nou.",module,Magento_Customer
"""%fieldName"" is required. Enter and try again.","Este necesar ""% fieldName"". Vă rugăm să îl introduceți și să încercați din nou.",module,Magento_Integration
"""%fieldName"" is required. Enter and try again.","Este necesar ""% fieldName"". Vă rugăm să îl introduceți și să încercați din nou.",module,Magento_Tax
"""Attribute code should be specified","""Ar trebui furnizat codul atributului",module,Magento_EavGraphQl
"""Cap Reward Points Balance"" should be either a positive number or left empty.","„Soldul punctelor de recompensă” trebuie să fie fie un număr pozitiv, fie necompletat.",,
"""Creditmemo Document Validation Error(s):\n"" .","""Eroare de validare a documentului de credit: \ n"".",module,Magento_Sales
"""E-Mail an einen Freund"" ist nicht aktiviert.",modul,Magento_SendFriendGraphQl,
"""Email should be specified","""Ar trebui specificat e-mailul",module,Magento_CustomerGraphQl
"""Entity type should be specified","""Ar trebui specificat tipul de entitate.",module,Magento_EavGraphQl
"""file"" parameter must be specified",trebuie specificat parametrul „fișier”,,
"""file"" parameter must be specified and must not be empty",parametrul „fișier” trebuie specificat și nu trebuie să fie gol,,
"""First Name"" is required. Enter and try again.",Este necesar „prenume”. Vă rugăm să îl introduceți și să încercați din nou.,module,Magento_User
"""id for category should be specified","""ar trebui specificat codul pentru categorie",module,Magento_CatalogGraphQl
"""identifiers"" of CMS blocks should be specified",Ar trebui să fie furnizați „identificatorii” blocurilor CMS.,module,Magento_CmsGraphQl
"""image_type"" value should be specified",Ar trebui specificată valoarea „image_type”.,module,Magento_CatalogGraphQl
"""In order to enable automatic account configuration using Amazon's secure key "" . 'exchange, please turn on secure admin pages in General > Web > Use secure URLs in Admin.'","„Pentru a activa configurarea automată a contului cu cheia de securitate Amazon.„ Exchange ”, vă rugăm să activați paginile de administrare securizate în General> Web> Utilizați adresele URL sigure în administrator.",module,Amazon_Core
"""input"" value must be specified",Trebuie specificată valoarea „input”,module,Magento_CustomerGraphQl
"""input"" value should be specified",Ar trebui specificată valoarea „input”.,module,Magento_CustomerGraphQl
"""Invoice Document Validation Error(s):\n"" .","""Eroare la verificarea validității documentului de factură: \ n"".",module,Magento_Sales
"""Last Name"" is required. Enter and try again.",Este necesar „Numele de familie”. Vă rugăm să îl introduceți și să încercați din nou.,module,Magento_User
"""Minimum Reward Points Balance"" should be either a positive number or left empty.",„Soldul minim al punctelor de recompensă” trebuie să fie un număr pozitiv sau necompletat.,,
"""Minimum Reward Points Balance"" should be less or equal to ""Cap Reward Points Balance"".",„Soldul minim al punctelor de recompensă” trebuie să fie mai mic sau egal cu „Soldul maxim al punctelor de recompensă”.,,
"""model"" value should be specified",Ar trebui specificată valoarea „Model”.,module,Magento_CatalogGraphQl
